Question,Answer
[무료체험(쇼핑윈도 전용)] 당첨자에게 자동 발급된 쿠폰의 유효기간이 있나요?,"무료체험 경품 쿠폰, 기본 배송비 할인쿠폰의 유효기간은 모두 당첨 발표일로부터 7일입니다. 당첨자가 주문취소 후 재발급을 받더라도 동일하며, 유효기간 내 쿠폰을 사용하지 않을 경우 당첨취소 됩니다. 쿠폰을 사용한 주문이 확인되면 가급적 서둘러 발송해 주세요. ※ 참고. 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 무료체험 경품은 언제 발송해야 하나요?,"제세공과금 신고를 위해, 개인정보(이름/주민등록번호)를 확인 후 발송하시면 됩니다.개인정보는 쿠폰을 사용한 주문정보의 배송지 정보에서 이름/연락처를 확인한 후 당첨자에게 연락을 취하거나, [판매관리 > 발주(주문)확인/발송관리] 메뉴에서 '톡톡하기'로 확인하셔야 합니다.  당첨자와 연락이 닿지 않거나, 구매자가 개인정보 활용을 거부하여 수집이 어려운 경우 판매자가 주문취소 후 당첨취소를 할 수 있습니다.※ 참고. 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 당첨자 배송지가 제주/도서산간인 경우 배송비를 판매자가 부담해야 하나요?,"판매자는 기본 배송비 할인 쿠폰만 제공하며, 제주/도서산간 배송비는 당첨자가 부담합니다.※ 참고. 무료체험의 경우 패션타운(브랜드 직영몰, 뷰티), 리빙, 푸드(전통주/헬시 제외), 키즈, 펫, 플레이(낚시 제외)윈도만 등록(신청) 가능하며 푸드(전통주/헬시 제외), 키즈, 네이버펫의 경우 검수 승인 후 노출됩니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 제세공과금은 누가 부담하나요?,"제세공과금은 소비자 보호를 위해 판매자 부담을 원칙으로 합니다. 제세공과금 신고는 판매자가 진행하며, 판매가 기준으로 신고하시면 됩니다.신고에 필요한 당첨자의 이름 및 주민등록번호는 상품주문정보 조회 후 당첨자에게 연락하여 확인하셔야 합니다.개인정보를 확인할 수 없는 경우, 반드시 주문취소 후 당첨취소를 하고 제세공과금 신고 대상에서 제외 하셔야 합니다.제세공과금 납부관련 문의는 국세청 홈택스로 문의해 주세요. (""제세공과금 이벤트""통합검색 시 자세한 사항 확인 가능)※ 참고. 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
"[무료체험(쇼핑윈도 전용)] 무료체험 당첨 발표, 우수 후기 발표일에 소식관리에 발표 내용을 입력해야 하나요?","발표일이 되면 자동으로 소식 상세 상단에 발표 내용이 노출되기 때문에 추가 입력하지 않아도 됩니다.당첨자는 쇼핑MY에서도 당첨 발표 내용을 추가로 확인할 수 있습니다. ※ 참고. 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 모집상품에 낱개로 판매하는 상품을 복수 개 수량으로 등록할 수 있나요?,"모집상품 등록 시 낱개로 판매하는 상품을, 복수 개 수량으로 설정할 수 없습니다.당첨자에게 발행되는 쿠폰은 해당 모집상품의 수량 1개 기준 '판매가-즉시할인=할인가'의 100% 정률할인 쿠폰 으로 발행되므로,제목 및 소식 상세에 수량을 임의로 늘려 경품을 안내한 경우, 1개 수량 외에는 당첨자가 추가 금액을 지불할 수 있는 점 주의해 주시기 바랍니다.예시) 할인가 1,000원 / 수량 10개로 경품 안내한 경우, 1,000원 할인 쿠폰 1장이 발급되므로 10개 수량 주문시 9,000원의 추가 금액 발생​​  만약 판매자님의 사정으로 낱개 상품을 복수 개로 묶어 경품 지급하고 싶으신 경우​, 무료체험 소식페이지에 자세하게 안내 부탁 드립니다.​    예시) ""당첨자가 1개 수량을 결제하면 10개가 배송됨""을 자세하게 안내​    ​※ 참고.· 무료체험 쿠폰의 발급/사용내역은 [혜택관리 > 혜택 조회/수정]에서 조회할 수 있으며, 상품주문번호 조회 시에도 확인 가능합니다.· PC/모바일 할인가를 다르게 설정할 경우 할인가가 더 큰 금액 기준으로 쿠폰의 '최대할인금액'이 적용됩니다. 예) PC 할인가 : 17,000원 / 모바일 할인가 :18,000원일 경우, 더 큰 금액에 맞춰 최대할인금액은 18,000원으로 제공· 무료체험은 패션타운(브랜드 직영몰, 뷰티)/리빙/푸드(전통주 제외)/키즈/펫/플레이 윈도에 한하여 진행 가능합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도전용)] 무료체험은 어떻게 진행되나요?,"무료체험은 크게 11단계로 이루어 집니다.01.무료체험 등록(판매자) > 02.무료체험 신청(사용자) > 03.무료체험 당첨자 선정(판매자) > 04.무료체험 당첨자 발표(네이버) [쇼핑MY/이메일/SMS] > 05.쿠폰 다운로드 및 사용(당첨자) > 06.제세공과금 신고를 위한 개인정보 확인(판매자) > 07 경품 발송(판매자) > 08.체험 후기 작성(당첨자)  > ​09.우수 후기 선정(판매자) > 10.우수 후기 당첨자 발표(네이버) [쇼핑MY/이메일/SMS] > 11.우수 후기 보상 지급※ 참고.우수 후기 선정은 체험 후기 이벤트를 진행할 경우에만 진행해주시면 됩니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도전용)] 무료체험 쿠폰 재발행이 가능한가요?,"무료체험 쿠폰이 발행되었으나 기한 내에 사용 못 하는 고객에게 재발행은 불가합니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 우수후기 선정 후 보상으로 네이버페이 포인트 지급은 어떻게 하나요?,"무료체혐 고객이 작성한 체험후기(상품평)는 기본 구매적립/리뷰적립 포인트 혜택이 지급되지 않습니다. (0원으로 지급)우수 후기 보상 지급은 판매자님 재량에 따라 진행되고 있습니다.무료체험 고객이 작성한 체험후기(상품평)에 대해 우수 후기 보상으로네이버페이 포인트 혜택 제공이 필요하실 경우는 아래와 같이 진행하실 수 있습니다.         상품평을 등록한 구매자에게 네이버페이 포인트 지급방법1. [문의/리뷰관리 > 리뷰 관리] 메뉴에 접속해 주세요.2. '베스트리뷰 선정 혜택지급' 버튼을 클릭하여 [혜택>포인트적립]으로 선택하여 금액 입력 후 지급해 주시면 됩니다.         ※ 참고. [적용하기] 버튼을 클릭하시면 해당 고객에게 혜택이 지급되며, 지급 후에는 회수할 수 없습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 무료체험은 여러건(중복) 등록이 가능한가요?,"여러 개의 상품을 기간 중복하여 무료체험단 등록하시는 것에 대해서는 제한되지 않습니다.다만, 무료체험의 일정 변경 등은 해당 일자/시간이 경과되면 변경하실 수 없기 때문에 판매자님께서 무료체험 운영 및 가능한 한도 내에서 진행해주시기 바랍니다.무료체험 이용방법 가이드 보러가기》 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[무료체험(쇼핑윈도 전용)] 당첨자 선정 후 발표일을 수정할 경우 당첨자를 추가로 더 선정할 수 있나요?,"발표일 당일 포함, 발표일이 경과된 상태에서 기간 연장(수정)을 원할 경우 고객센터로 요청주시면 검토 후 수정이 가능합니다.단, 이 경우 이미 당첨자를 선정했다면 당첨자를 추가로 더 선정할 수 없습니다.설정한 발표일 기한에 맞춰 조건에 맞는 당첨자를 신중하게 선택 바랍니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도 전용] 쇼핑윈도 스토어관리 방법,"쇼핑윈도의 정보를 변경하고, 서비스 종료 신청을 할 수 있는 메뉴입니다.           변경 가능한 항목 · 스토어 대표 이미지 · 매장 이미지(제작공정 이미지) · 스토어 소개 · 고객센터 전화번호 · 고객센터 전화번호 노출 여부 · 영업시간 · 스토어 주소          ※ 참고.· 쇼핑윈도 스토어관리에서 직접 수정 가능한 정보는 쇼핑윈도 상권에 따라 다를 수 있습니다.· 오프라인 매장이 필수 존재해야 하는 백화점/아울렛/소호&스트릿/리빙/키즈 윈도의 경우 스토어관리 메뉴에 등록된 매장 이미지를 참고하여 상품검수가 진행되고 있습니다.  


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[쇼핑윈도 전용] 내 쇼핑윈도에 대한 이미지/소개글 등 정보를 수정하고 싶어요.,"쇼핑윈도에 대한 정보는 [쇼핑윈도관리 > 쇼핑윈도 스토어 관리]에서 수정하실 수 있습니다. ※ 참고. 가입 시 기본 조건이었던 ""스토어명 / 상권정보 / 스토어 주소""는 수정하실 수 없으며 쇼핑윈도 스토어관리에서 직접 수정 가능한 정보는 쇼핑윈도 상권에 따라 다를 수 있습니다.  


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
